financial_year,state,fertilizer_type,sales_current,sales_lag_1,requirement_current,requirement_lag_1,availability_current,availability_lag_1,iffco_production_current,iffco_production_lag_1,iffco_production_available,potential_reporting_break,target_sales
2016-17,Telangana,urea,15.49,12.56,13.9,14.29,16.73,13.35,,,False,0,14.02
2016-17,Tripura,dap,0.02,0.01,0.08,0.05,0.02,0.01,,,False,0,0.01
2016-17,Tripura,mop,0.09,0.05,0.17,0.14,0.09,0.05,,,False,0,0.0
2016-17,Tripura,npks,0.01,0.0,0.0,0.0,0.01,0.01,,,False,0,0.0
2016-17,Tripura,urea,0.29,0.24,0.26,0.35,0.31,0.26,,,False,0,0.23
2016-17,Uttar Pradesh,dap,20.08,21.8,20.0,19.5,21.38,22.43,,,False,0,18.08
2016-17,Uttar Pradesh,mop,2.75,2.19,2.5,2.0,2.78,2.28,,,False,0,2.97
2016-17,Uttar Pradesh,npks,5.09,6.9,9.0,10.5,5.51,7.3,,,False,0,5.21
2016-17,Uttar Pradesh,urea,54.96,57.99,58.5,59.47,58.01,60.13,37.27,40.68,True,0,58.92
2016-17,Uttarakhand,dap,0.35,0.31,0.35,0.4,0.34,0.32,,,False,0,0.29
2016-17,Uttarakhand,mop,0.05,0.03,0.05,0.09,0.04,0.03,,,False,0,0.06
2016-17,Uttarakhand,npks,0.32,0.32,0.39,0.5,0.34,0.35,,,False,0,0.32
2016-17,Uttarakhand,urea,3.54,3.6,2.35,2.45,3.58,3.71,,,False,0,3.1
2016-17,West Bengal,dap,2.89,3.32,3.95,4.19,3.05,3.51,,,False,0,3.23
2016-17,West Bengal,mop,2.59,2.22,2.75,3.5,2.64,2.43,,,False,0,2.93
2016-17,West Bengal,npks,9.42,9.38,10.1,9.59,9.95,10.02,,,False,0,9.21
2016-17,West Bengal,urea,12.73,14.38,12.15,12.65,13.04,14.87,,,False,0,12.41
2017-18,Andaman & Nicobar,dap,0.0,0.01,0.01,0.01,0.0,0.01,,,False,0,0.0
2017-18,Andaman & Nicobar,mop,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2017-18,Andaman & Nicobar,npks,0.0,0.01,0.01,0.01,0.01,0.01,,,False,0,0.0
2017-18,Andaman & Nicobar,urea,0.01,0.01,0.01,0.01,0.01,0.01,,,False,0,0.0
2017-18,Andhra Pradesh,dap,3.26,3.73,3.75,4.67,3.38,3.92,,,False,0,3.14
2017-18,Andhra Pradesh,mop,2.89,2.54,2.41,3.06,2.97,2.59,,,False,0,2.41
2017-18,Andhra Pradesh,npks,10.62,11.49,11.5,11.73,11.88,12.02,,,False,0,11.38
2017-18,Andhra Pradesh,urea,14.09,14.38,15.5,15.03,14.92,15.58,,,False,0,14.18
2017-18,Arunachal Pradesh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Arunachal Pradesh,mop,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2017-18,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Arunachal Pradesh,urea,0.0,0.0,0.02,0.0,0.0,0.0,,,False,0,0.0
2017-18,Assam,dap,0.57,0.54,0.55,0.43,0.57,0.57,,,False,0,0.58
2017-18,Assam,mop,0.81,0.74,0.65,1.05,0.82,0.74,,,False,0,0.79
2017-18,Assam,npks,0.13,0.11,0.05,0.1,0.13,0.11,,,False,0,0.14
2017-18,Assam,urea,3.71,3.19,2.95,3.1,3.72,3.23,,,False,0,4.39
2017-18,Bihar,dap,6.82,5.32,5.75,6.0,6.98,5.53,,,False,0,5.87
2017-18,Bihar,mop,2.45,2.3,1.9,1.9,2.54,2.38,,,False,0,2.03
2017-18,Bihar,npks,2.82,2.54,3.0,4.0,2.97,2.64,,,False,0,3.19
2017-18,Bihar,urea,20.39,19.77,21.0,19.5,20.58,20.15,,,False,0,22.34
2017-18,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.02,,,False,0,0.0
2017-18,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.02,,,False,0,0.0
2017-18,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Chhattisgarh,dap,3.26,2.91,3.4,3.6,3.37,3.17,,,False,0,3.31
2017-18,Chhattisgarh,mop,0.73,0.61,1.0,1.2,0.75,0.69,,,False,0,0.71
2017-18,Chhattisgarh,npks,0.81,0.68,1.6,1.6,0.98,0.81,,,False,0,0.94
2017-18,Chhattisgarh,urea,6.63,6.5,6.56,5.99,6.95,6.93,,,False,0,8.18
2017-18,Dadra & Nagar Haveli,dap,0.0,0.01,0.01,0.01,0.01,0.01,,,False,0,0.0
2017-18,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Dadra & Nagar Haveli,urea,0.01,0.01,0.01,0.01,0.01,0.01,,,False,0,0.0
2017-18,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Daman & Diu,urea,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2017-18,Delhi,dap,0.03,0.01,0.05,0.06,0.03,0.0,,,False,0,0.02
2017-18,Delhi,mop,0.0,0.0,0.02,0.02,0.0,0.0,,,False,0,0.0
2017-18,Delhi,npks,0.0,0.0,0.03,0.03,0.0,0.0,,,False,0,0.0
2017-18,Delhi,urea,0.13,0.13,0.09,0.09,0.13,0.12,,,False,0,0.21
2017-18,Goa,dap,0.02,0.02,0.02,0.02,0.02,0.02,,,False,0,0.02
2017-18,Goa,mop,0.01,0.01,0.02,0.01,0.01,0.01,,,False,0,0.0
2017-18,Goa,npks,0.02,0.03,0.04,0.04,0.02,0.02,,,False,0,0.03
2017-18,Goa,urea,0.02,0.03,0.03,0.04,0.02,0.03,,,False,0,0.02
2017-18,Gujarat,dap,5.47,4.48,4.8,5.3,5.55,4.6,,,False,0,4.31
2017-18,Gujarat,mop,1.61,1.43,1.6,1.5,1.61,1.43,,,False,0,1.32
2017-18,Gujarat,npks,6.8,6.12,5.2,5.6,6.92,6.26,,,False,0,5.98
2017-18,Gujarat,urea,22.39,20.55,20.0,18.5,22.94,20.77,6.02,6.02,True,0,20.06
2017-18,Haryana,dap,5.47,5.62,6.2,6.3,5.48,5.79,,,False,0,5.48
2017-18,Haryana,mop,0.72,0.62,0.65,0.35,0.77,0.65,,,False,0,0.7
2017-18,Haryana,npks,0.19,0.18,0.55,0.65,0.22,0.24,,,False,0,0.38
2017-18,Haryana,urea,20.62,19.62,18.0,18.0,21.25,20.36,,,False,0,21.66
2017-18,Himachal Pradesh,dap,0.0,0.01,0.02,0.0,0.0,0.01,,,False,0,0.0
2017-18,Himachal Pradesh,mop,0.11,0.09,0.1,0.06,0.11,0.07,,,False,0,0.06
2017-18,Himachal Pradesh,npks,0.3,0.37,0.37,0.33,0.3,0.36,,,False,0,0.26
2017-18,Himachal Pradesh,urea,0.7,0.62,0.66,0.58,0.7,0.62,,,False,0,0.73
2017-18,J&K,dap,0.65,0.66,0.65,0.69,0.65,0.69,,,False,0,0.49
2017-18,J&K,mop,0.38,0.29,0.26,0.25,0.38,0.29,,,False,0,0.23
2017-18,J&K,npks,0.01,0.01,0.0,0.02,0.01,0.01,,,False,0,0.0
2017-18,J&K,urea,1.51,1.29,1.28,1.29,1.63,1.3,,,False,0,1.32
2017-18,Jharkhand,dap,0.82,0.62,1.0,0.95,0.85,0.67,,,False,0,0.69
2017-18,Jharkhand,mop,0.03,0.03,0.07,0.1,0.03,0.03,,,False,0,0.01
2017-18,Jharkhand,npks,0.14,0.15,0.33,0.58,0.15,0.15,,,False,0,0.29
2017-18,Jharkhand,urea,2.22,2.19,2.4,2.4,2.24,2.23,,,False,0,2.39
2017-18,Karnataka,dap,4.9,6.16,6.0,5.4,5.13,6.44,,,False,0,4.88
2017-18,Karnataka,mop,2.54,2.39,3.5,3.05,2.66,2.49,,,False,0,2.64
2017-18,Karnataka,npks,11.64,11.11,12.5,11.07,13.04,11.98,,,False,0,13.31
2017-18,Karnataka,urea,13.48,12.98,13.5,12.43,13.95,13.76,,,False,0,13.91
2017-18,Kerala,dap,0.31,0.29,0.35,0.23,0.35,0.33,,,False,0,0.21
2017-18,Kerala,mop,1.02,0.9,1.1,0.56,1.04,0.95,,,False,0,0.84
2017-18,Kerala,npks,1.17,1.13,1.45,1.04,1.29,1.22,,,False,0,1.16
2017-18,Kerala,urea,1.33,1.14,1.1,0.87,1.37,1.21,,,False,0,0.95
2017-18,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Madhya Pradesh,dap,11.06,8.09,10.5,12.5,11.25,9.95,,,False,0,12.63
2017-18,Madhya Pradesh,mop,1.08,1.01,1.25,1.25,1.1,1.12,,,False,0,1.08
2017-18,Madhya Pradesh,npks,2.93,2.79,3.15,3.95,3.14,3.52,,,False,0,3.89
2017-18,Madhya Pradesh,urea,24.49,22.48,22.0,22.0,25.0,24.31,,,False,0,29.51
2017-18,Maharashtra,dap,6.66,6.0,7.22,7.84,6.73,6.2,,,False,0,5.61
2017-18,Maharashtra,mop,4.24,3.52,4.5,4.7,4.36,3.54,,,False,0,3.86
2017-18,Maharashtra,npks,19.71,17.12,20.5,21.58,21.03,18.37,,,False,0,19.72
2017-18,Maharashtra,urea,23.58,24.91,26.62,24.56,24.02,25.67,,,False,0,22.81
2017-18,Manipur,dap,0.0,0.0,0.06,0.08,0.0,0.0,,,False,0,0.0
2017-18,Manipur,mop,0.0,0.0,0.05,0.05,0.0,0.0,,,False,0,0.0
2017-18,Manipur,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Manipur,urea,0.21,0.17,0.22,0.2,0.21,0.17,,,False,0,0.24
2017-18,Meghalaya,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Meghalaya,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Meghalaya,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Meghalaya,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Mizoram,dap,0.0,0.0,0.02,0.03,0.0,0.0,,,False,0,0.0
2017-18,Mizoram,mop,0.0,0.0,0.02,0.02,0.0,0.0,,,False,0,0.0
2017-18,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Mizoram,urea,0.06,0.05,0.07,0.05,0.06,0.03,,,False,0,0.07
2017-18,Nagaland,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2017-18,Nagaland,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2017-18,Nagaland,npks,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2017-18,Nagaland,urea,0.0,0.0,0.01,0.02,0.0,0.0,,,False,0,0.0
2017-18,Odisha,dap,1.73,1.65,2.2,2.1,1.84,1.75,,,False,0,1.69
2017-18,Odisha,mop,1.22,0.96,1.35,1.5,1.27,0.96,,,False,0,1.08
2017-18,Odisha,npks,2.23,1.94,3.1,3.75,2.51,2.21,,,False,0,2.23
2017-18,Odisha,urea,5.26,4.93,5.25,6.0,5.3,5.04,,,False,0,4.96
2017-18,Puducherry,dap,0.01,0.02,0.02,0.02,0.01,0.02,,,False,0,0.01
2017-18,Puducherry,mop,0.01,0.02,0.03,0.04,0.01,0.02,,,False,0,0.02
2017-18,Puducherry,npks,0.05,0.06,0.06,0.08,0.05,0.05,,,False,0,0.04
2017-18,Puducherry,urea,0.11,0.11,0.14,0.18,0.11,0.1,,,False,0,0.13
2017-18,Punjab,dap,6.85,7.35,9.0,8.52,6.96,7.45,,,False,0,7.02
2017-18,Punjab,mop,0.83,0.75,1.1,1.05,0.99,0.75,,,False,0,0.56
2017-18,Punjab,npks,0.32,0.39,0.43,0.7,0.35,0.45,,,False,0,0.55
2017-18,Punjab,urea,28.06,26.1,25.5,24.5,28.66,27.11,,,False,0,29.17
2017-18,Rajasthan,dap,5.37,6.45,5.83,4.8,5.42,6.73,,,False,0,6.71
2017-18,Rajasthan,mop,0.26,0.17,0.25,0.23,0.29,0.17,,,False,0,0.29
2017-18,Rajasthan,npks,0.59,0.59,0.6,0.82,0.67,0.66,,,False,0,0.91
2017-18,Rajasthan,urea,16.8,19.95,18.5,17.9,17.27,20.58,,,False,0,20.92
2017-18,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2017-18,Tamil Nadu,dap,2.44,2.53,3.5,3.7,2.48,2.59,,,False,0,2.31
2017-18,Tamil Nadu,mop,2.96,2.63,3.31,4.22,2.98,2.65,,,False,0,2.67
2017-18,Tamil Nadu,npks,5.35,5.3,6.0,6.01,5.82,5.67,,,False,0,5.53
2017-18,Tamil Nadu,urea,8.81,7.94,9.0,8.68,8.88,8.07,,,False,0,9.11
2017-18,Telangana,dap,2.53,2.43,2.6,2.9,2.67,2.56,,,False,0,2.23
2017-18,Telangana,mop,2.06,1.74,1.8,1.7,2.11,1.81,,,False,0,1.41
2017-18,Telangana,npks,10.17,9.64,9.0,9.4,11.3,9.9,,,False,0,10.51
2017-18,Telangana,urea,14.02,15.49,13.8,13.9,14.7,16.73,,,False,0,13.83
2017-18,Tripura,dap,0.01,0.02,0.06,0.08,0.01,0.02,,,False,0,0.0
2017-18,Tripura,mop,0.0,0.09,0.14,0.17,0.0,0.09,,,False,0,0.0
2017-18,Tripura,npks,0.0,0.01,0.02,0.0,0.0,0.01,,,False,0,0.0
2017-18,Tripura,urea,0.23,0.29,0.43,0.26,0.23,0.31,,,False,0,0.11
2017-18,Uttar Pradesh,dap,18.08,20.08,21.3,20.0,18.55,21.38,,,False,0,0.22
2017-18,Uttar Pradesh,mop,2.97,2.75,3.5,2.5,3.05,2.78,,,False,0,0.03
2017-18,Uttar Pradesh,npks,5.21,5.09,7.5,9.0,5.52,5.51,,,False,0,0.32
2017-18,Uttar Pradesh,urea,58.92,54.96,58.5,58.5,62.97,58.01,35.08,37.27,True,0,2.75
2017-18,Uttarakhand,dap,0.29,0.35,0.4,0.35,0.29,0.34,,,False,0,17.17
2017-18,Uttarakhand,mop,0.06,0.05,0.06,0.05,0.06,0.04,,,False,0,1.82
2017-18,Uttarakhand,npks,0.32,0.32,0.45,0.39,0.34,0.34,,,False,0,6.13
2017-18,Uttarakhand,urea,3.1,3.54,2.35,2.35,3.18,3.58,,,False,0,62.86
2017-18,West Bengal,dap,3.23,2.89,3.5,3.95,3.36,3.05,,,False,0,2.75
2017-18,West Bengal,mop,2.93,2.59,3.25,2.75,2.96,2.64,,,False,0,2.42
2017-18,West Bengal,npks,9.21,9.42,10.75,10.1,10.0,9.95,,,False,0,8.79
2017-18,West Bengal,urea,12.41,12.73,12.5,12.15,12.55,13.04,,,False,0,13.23
2018-19,Andaman & Nicobar,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2018-19,Andaman & Nicobar,mop,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2018-19,Andaman & Nicobar,npks,0.0,0.0,0.01,0.01,0.01,0.01,,,False,0,0.0
2018-19,Andaman & Nicobar,urea,0.0,0.01,0.01,0.01,0.01,0.01,,,False,0,0.0
2018-19,Andhra Pradesh,dap,3.14,3.26,3.76,3.75,4.11,3.38,,,False,0,3.52
2018-19,Andhra Pradesh,mop,2.41,2.89,2.86,2.41,3.01,2.97,,,False,0,2.42
2018-19,Andhra Pradesh,npks,11.38,10.62,12.5,11.5,15.06,11.88,,,False,0,13.52
2018-19,Andhra Pradesh,urea,14.18,14.09,16.7,15.5,16.79,14.92,,,False,0,14.26
2018-19,Arunachal Pradesh,dap,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2018-19,Arunachal Pradesh,mop,0.0,0.0,0.02,0.01,0.0,0.0,,,False,0,0.0
2018-19,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Arunachal Pradesh,urea,0.0,0.0,0.04,0.02,0.0,0.0,,,False,0,0.0
2018-19,Assam,dap,0.58,0.57,0.65,0.55,0.93,0.57,,,False,0,0.65
2018-19,Assam,mop,0.79,0.81,0.8,0.65,1.11,0.82,,,False,0,0.71
2018-19,Assam,npks,0.14,0.13,0.05,0.05,0.23,0.13,,,False,0,0.18
2018-19,Assam,urea,4.39,3.71,3.35,2.95,5.15,3.72,,,False,0,3.63
2018-19,Bihar,dap,5.87,6.82,5.0,5.75,8.5,6.98,,,False,0,7.44
2018-19,Bihar,mop,2.03,2.45,2.1,1.9,2.97,2.54,,,False,0,2.46
2018-19,Bihar,npks,3.19,2.82,3.5,3.0,4.53,2.97,,,False,0,3.31
2018-19,Bihar,urea,22.34,20.39,21.0,21.0,25.59,20.58,,,False,0,22.65
2018-19,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Chandigarh,npks,0.0,0.0,0.0,0.0,0.05,0.0,,,False,0,0.0
2018-19,Chandigarh,urea,0.0,0.0,0.0,0.0,0.05,0.0,,,False,0,0.0
2018-19,Chhattisgarh,dap,3.31,3.26,3.5,3.4,5.49,3.37,,,False,0,3.56
2018-19,Chhattisgarh,mop,0.71,0.73,1.2,1.0,1.36,0.75,,,False,0,0.92
2018-19,Chhattisgarh,npks,0.94,0.81,1.5,1.6,1.74,0.98,,,False,0,0.94
2018-19,Chhattisgarh,urea,8.18,6.63,6.0,6.56,10.94,6.95,,,False,0,7.96
2018-19,Dadra & Nagar Haveli,dap,0.0,0.0,0.01,0.01,0.0,0.01,,,False,0,0.0
2018-19,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Dadra & Nagar Haveli,urea,0.0,0.01,0.01,0.01,0.0,0.01,,,False,0,0.0
2018-19,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Daman & Diu,urea,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2018-19,Delhi,dap,0.02,0.03,0.04,0.05,0.03,0.03,,,False,0,0.04
2018-19,Delhi,mop,0.0,0.0,0.02,0.02,0.01,0.0,,,False,0,0.0
2018-19,Delhi,npks,0.0,0.0,0.02,0.03,0.0,0.0,,,False,0,0.0
2018-19,Delhi,urea,0.21,0.13,0.08,0.09,0.23,0.13,,,False,0,0.25
2018-19,Goa,dap,0.02,0.02,0.02,0.02,0.02,0.02,,,False,0,0.0
2018-19,Goa,mop,0.0,0.01,0.01,0.02,0.01,0.01,,,False,0,0.0
2018-19,Goa,npks,0.03,0.02,0.03,0.04,0.03,0.02,,,False,0,0.03
2018-19,Goa,urea,0.02,0.02,0.03,0.03,0.02,0.02,,,False,0,0.02
2018-19,Gujarat,dap,4.31,5.47,5.0,4.8,6.32,5.55,,,False,0,5.18
2018-19,Gujarat,mop,1.32,1.61,1.41,1.6,1.63,1.61,,,False,0,1.25
2018-19,Gujarat,npks,5.98,6.8,4.65,5.2,8.19,6.92,,,False,0,6.64
2018-19,Gujarat,urea,20.06,22.39,19.6,20.0,23.18,22.94,6.02,6.02,True,0,23.63
2018-19,Haryana,dap,5.48,5.47,6.2,6.2,6.93,5.48,,,False,0,5.89
2018-19,Haryana,mop,0.7,0.72,0.85,0.65,1.05,0.77,,,False,0,0.58
2018-19,Haryana,npks,0.38,0.19,0.27,0.55,0.57,0.22,,,False,0,0.23
2018-19,Haryana,urea,21.66,20.62,19.0,18.0,24.99,21.25,,,False,0,20.88
2018-19,Himachal Pradesh,dap,0.0,0.0,0.0,0.02,0.01,0.0,,,False,0,0.01
2018-19,Himachal Pradesh,mop,0.06,0.11,0.1,0.1,0.11,0.11,,,False,0,0.07
2018-19,Himachal Pradesh,npks,0.26,0.3,0.38,0.37,0.45,0.3,,,False,0,0.32
2018-19,Himachal Pradesh,urea,0.73,0.7,0.66,0.66,0.86,0.7,,,False,0,0.74
2018-19,J&K,dap,0.49,0.65,0.72,0.65,0.81,0.65,,,False,0,0.35
2018-19,J&K,mop,0.23,0.38,0.26,0.26,0.44,0.38,,,False,0,0.16
2018-19,J&K,npks,0.0,0.01,0.0,0.0,0.02,0.01,,,False,0,0.01
2018-19,J&K,urea,1.32,1.51,1.33,1.28,1.89,1.63,,,False,0,0.96
2018-19,Jharkhand,dap,0.69,0.82,1.05,1.0,1.0,0.85,,,False,0,0.79
2018-19,Jharkhand,mop,0.01,0.03,0.12,0.07,0.05,0.03,,,False,0,0.03
2018-19,Jharkhand,npks,0.29,0.14,0.35,0.33,0.46,0.15,,,False,0,0.38
2018-19,Jharkhand,urea,2.39,2.22,2.4,2.4,2.81,2.24,,,False,0,2.41
2018-19,Karnataka,dap,4.88,4.9,5.87,6.0,7.44,5.13,,,False,0,5.54
2018-19,Karnataka,mop,2.64,2.54,4.0,3.5,3.75,2.66,,,False,0,2.59
2018-19,Karnataka,npks,13.31,11.64,11.71,12.5,19.0,13.04,,,False,0,14.7
2018-19,Karnataka,urea,13.91,13.48,14.0,13.5,16.76,13.95,,,False,0,14.63
2018-19,Kerala,dap,0.21,0.31,0.27,0.35,0.27,0.35,,,False,0,0.17
2018-19,Kerala,mop,0.84,1.02,1.24,1.1,1.11,1.04,,,False,0,0.89
2018-19,Kerala,npks,1.16,1.17,1.67,1.45,1.57,1.29,,,False,0,1.32
2018-19,Kerala,urea,0.95,1.33,1.4,1.1,1.22,1.37,,,False,0,1.14
2018-19,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Madhya Pradesh,dap,12.63,11.06,11.5,10.5,16.87,11.25,,,False,0,13.46
2018-19,Madhya Pradesh,mop,1.08,1.08,1.25,1.25,1.58,1.1,,,False,0,1.13
2018-19,Madhya Pradesh,npks,3.89,2.93,2.8,3.15,5.39,3.14,,,False,0,3.74
2018-19,Madhya Pradesh,urea,29.51,24.49,23.0,22.0,34.36,25.0,,,False,0,29.99
2018-19,Maharashtra,dap,5.61,6.66,6.7,7.22,8.58,6.73,,,False,0,6.07
2018-19,Maharashtra,mop,3.86,4.24,4.5,4.5,5.24,4.36,,,False,0,3.24
2018-19,Maharashtra,npks,19.72,19.71,18.0,20.5,31.05,21.03,,,False,0,21.9
2018-19,Maharashtra,urea,22.81,23.58,22.0,26.62,27.75,24.02,,,False,0,24.19
2018-19,Manipur,dap,0.0,0.0,0.12,0.06,0.01,0.0,,,False,0,0.05
2018-19,Manipur,mop,0.0,0.0,0.12,0.05,0.0,0.0,,,False,0,0.01
2018-19,Manipur,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Manipur,urea,0.24,0.21,0.24,0.22,0.3,0.21,,,False,0,0.26
2018-19,Meghalaya,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Meghalaya,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Meghalaya,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Meghalaya,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Mizoram,dap,0.0,0.0,0.06,0.02,0.0,0.0,,,False,0,0.0
2018-19,Mizoram,mop,0.0,0.0,0.04,0.02,0.0,0.0,,,False,0,0.0
2018-19,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Mizoram,urea,0.07,0.06,0.09,0.07,0.15,0.06,,,False,0,0.08
2018-19,Nagaland,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2018-19,Nagaland,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Nagaland,urea,0.0,0.0,0.01,0.01,0.01,0.0,,,False,0,0.01
2018-19,Odisha,dap,1.69,1.73,2.15,2.2,2.42,1.84,,,False,0,1.99
2018-19,Odisha,mop,1.08,1.22,1.45,1.35,1.66,1.27,,,False,0,1.21
2018-19,Odisha,npks,2.23,2.23,3.0,3.1,3.32,2.51,,,False,0,2.53
2018-19,Odisha,urea,4.96,5.26,5.75,5.25,6.38,5.3,,,False,0,5.56
2018-19,Puducherry,dap,0.01,0.01,0.01,0.02,0.01,0.01,,,False,0,0.01
2018-19,Puducherry,mop,0.02,0.01,0.03,0.03,0.02,0.01,,,False,0,0.01
2018-19,Puducherry,npks,0.04,0.05,0.06,0.06,0.05,0.05,,,False,0,0.07
2018-19,Puducherry,urea,0.13,0.11,0.11,0.14,0.15,0.11,,,False,0,0.11
2018-19,Punjab,dap,7.02,6.85,8.5,9.0,8.84,6.96,,,False,0,7.29
2018-19,Punjab,mop,0.56,0.83,1.1,1.1,0.96,0.99,,,False,0,0.64
2018-19,Punjab,npks,0.55,0.32,0.68,0.43,0.76,0.35,,,False,0,0.38
2018-19,Punjab,urea,29.17,28.06,25.5,25.5,34.62,28.66,,,False,0,29.64
2018-19,Rajasthan,dap,6.71,5.37,6.15,5.83,8.41,5.42,,,False,0,8.38
2018-19,Rajasthan,mop,0.29,0.26,0.3,0.25,0.48,0.29,,,False,0,0.26
2018-19,Rajasthan,npks,0.91,0.59,0.55,0.6,1.3,0.67,,,False,0,0.62
2018-19,Rajasthan,urea,20.92,16.8,19.0,18.5,24.22,17.27,,,False,0,22.97
2018-19,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2018-19,Tamil Nadu,dap,2.31,2.44,3.0,3.5,3.28,2.48,,,False,0,2.46
2018-19,Tamil Nadu,mop,2.67,2.96,3.5,3.31,3.5,2.98,,,False,0,2.52
