financial_year,state,fertilizer_type,sales_current,sales_lag_1,requirement_current,requirement_lag_1,availability_current,availability_lag_1,iffco_production_current,iffco_production_lag_1,iffco_production_available,potential_reporting_break,target_sales
2020-21,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Tamil Nadu,dap,2.72,2.46,3.25,3.3,3.07,3.37,,,False,0,2.39
2020-21,Tamil Nadu,mop,3.07,2.52,3.1,2.85,3.88,3.21,,,False,0,2.53
2020-21,Tamil Nadu,npks,7.38,6.17,6.3,5.25,9.08,8.35,,,False,0,8.17
2020-21,Tamil Nadu,urea,9.88,9.13,10.0,10.0,11.58,10.37,,,False,0,10.4
2020-21,Telangana,dap,3.14,2.32,2.7,3.2,3.62,3.34,,,False,0,2.98
2020-21,Telangana,mop,2.47,1.71,2.6,2.6,3.0,2.26,,,False,0,1.39
2020-21,Telangana,npks,15.18,12.21,13.5,11.6,18.38,16.26,,,False,0,13.24
2020-21,Telangana,urea,17.54,15.2,19.5,15.5,22.2,19.21,,,False,0,17.12
2020-21,Tripura,dap,0.05,0.02,0.06,0.06,0.07,0.07,,,False,0,0.01
2020-21,Tripura,mop,0.04,0.07,0.1,0.1,0.07,0.12,,,False,0,0.01
2020-21,Tripura,npks,0.01,0.01,0.02,0.02,0.02,0.02,,,False,0,0.01
2020-21,Tripura,urea,0.14,0.17,0.25,0.33,0.25,0.29,,,False,0,0.18
2020-21,Uttar Pradesh,dap,0.38,0.44,0.4,0.33,0.46,0.58,,,False,0,0.31
2020-21,Uttar Pradesh,mop,0.06,0.07,0.1,0.07,0.11,0.12,,,False,0,0.04
2020-21,Uttar Pradesh,npks,0.31,0.24,0.38,0.35,0.34,0.36,,,False,0,0.22
2020-21,Uttar Pradesh,urea,2.4,2.45,2.25,2.35,2.57,2.69,40.51,42.73,True,0,2.09
2020-21,Uttarakhand,dap,25.76,21.94,23.0,21.0,29.02,30.1,,,False,0,21.2
2020-21,Uttarakhand,mop,2.78,2.4,3.5,3.5,3.74,3.59,,,False,0,1.91
2020-21,Uttarakhand,npks,6.26,5.56,8.0,9.0,8.2,8.4,,,False,0,6.36
2020-21,Uttarakhand,urea,74.13,70.95,74.0,70.0,84.55,83.29,,,False,0,71.12
2020-21,West Bengal,dap,3.94,3.43,4.05,3.7,4.48,4.47,,,False,0,2.7
2020-21,West Bengal,mop,3.06,2.42,3.2,3.9,3.89,3.56,,,False,0,1.89
2020-21,West Bengal,npks,11.39,9.98,10.12,10.44,13.16,13.1,,,False,0,10.34
2020-21,West Bengal,urea,12.78,13.11,14.43,13.2,16.08,15.89,,,False,0,13.3
2021-22,Andaman & Nicobar,dap,0.0,0.0,0.0,0.02,0.02,0.0,,,False,0,0.0
2021-22,Andaman & Nicobar,mop,0.0,0.0,0.0,0.01,0.01,0.0,,,False,0,0.0
2021-22,Andaman & Nicobar,npks,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2021-22,Andaman & Nicobar,urea,0.0,0.0,0.0,0.01,0.01,0.01,,,False,0,0.0
2021-22,Andhra Pradesh,dap,3.6,4.21,4.45,4.0,3.79,4.66,,,False,0,4.64
2021-22,Andhra Pradesh,mop,1.78,2.94,3.0,2.8,1.97,3.6,,,False,0,1.18
2021-22,Andhra Pradesh,npks,13.99,17.27,17.0,13.5,15.93,19.78,,,False,0,13.73
2021-22,Andhra Pradesh,urea,14.83,15.92,17.0,17.5,17.08,18.84,,,False,0,15.87
2021-22,Arunachal Pradesh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Arunachal Pradesh,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2021-22,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Arunachal Pradesh,urea,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.01
2021-22,Assam,dap,0.52,0.79,0.89,0.83,0.68,0.92,,,False,0,0.63
2021-22,Assam,mop,0.55,0.8,0.85,0.82,0.62,0.99,,,False,0,0.47
2021-22,Assam,npks,0.19,0.14,0.17,0.2,0.25,0.17,,,False,0,0.19
2021-22,Assam,urea,3.6,3.46,3.85,4.15,4.0,4.11,,,False,0,3.56
2021-22,Bihar,dap,5.52,8.12,7.5,7.0,5.82,8.93,,,False,0,5.66
2021-22,Bihar,mop,1.38,2.61,2.5,2.5,1.52,3.44,,,False,0,1.26
2021-22,Bihar,npks,3.96,3.63,4.0,3.5,4.44,4.58,,,False,0,4.25
2021-22,Bihar,urea,21.53,23.3,22.0,22.0,22.79,26.21,,,False,0,21.96
2021-22,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Chhattisgarh,dap,3.53,4.51,3.8,3.35,3.69,5.42,,,False,0,3.14
2021-22,Chhattisgarh,mop,0.83,1.12,1.01,1.01,1.09,1.52,,,False,0,0.56
2021-22,Chhattisgarh,npks,1.31,1.19,1.3,1.6,1.46,1.72,,,False,0,1.06
2021-22,Chhattisgarh,urea,8.0,9.17,7.0,6.5,9.66,11.08,,,False,0,8.38
2021-22,Dadra & Nagar Haveli,dap,0.0,0.01,0.01,0.0,0.0,0.01,,,False,0,0.0
2021-22,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Dadra & Nagar Haveli,urea,0.0,0.01,0.02,0.0,0.01,0.01,,,False,0,0.01
2021-22,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Daman & Diu,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Delhi,dap,0.03,0.04,0.04,0.05,0.05,0.04,,,False,0,0.05
2021-22,Delhi,mop,0.0,0.0,0.01,0.02,0.0,0.01,,,False,0,0.0
2021-22,Delhi,npks,0.0,0.0,0.02,0.02,0.0,0.0,,,False,0,0.0
2021-22,Delhi,urea,0.26,0.22,0.2,0.23,0.3,0.24,,,False,0,0.28
2021-22,Goa,dap,0.0,0.0,0.01,0.02,0.0,0.0,,,False,0,0.0
2021-22,Goa,mop,0.0,0.01,0.01,0.01,0.01,0.01,,,False,0,0.0
2021-22,Goa,npks,0.03,0.03,0.02,0.03,0.03,0.04,,,False,0,0.03
2021-22,Goa,urea,0.02,0.02,0.02,0.02,0.02,0.03,,,False,0,0.02
2021-22,Gujarat,dap,5.0,6.55,5.0,5.0,5.43,7.02,,,False,0,6.1
2021-22,Gujarat,mop,1.09,1.51,1.2,1.3,1.22,1.7,,,False,0,0.81
2021-22,Gujarat,npks,6.69,7.79,5.95,5.35,7.35,9.48,,,False,0,5.23
2021-22,Gujarat,urea,21.9,23.82,24.0,24.0,24.93,26.22,5.45,6.24,True,0,24.73
2021-22,Haryana,dap,4.96,6.32,6.0,6.3,5.33,6.86,,,False,0,5.59
2021-22,Haryana,mop,0.57,0.6,0.56,0.7,0.67,0.98,,,False,0,0.35
2021-22,Haryana,npks,0.54,0.23,0.7,0.4,0.63,0.35,,,False,0,0.26
2021-22,Haryana,urea,20.75,21.52,20.5,21.0,23.26,23.64,,,False,0,20.46
2021-22,Himachal Pradesh,dap,0.0,0.02,0.02,0.02,0.01,0.02,,,False,0,0.02
2021-22,Himachal Pradesh,mop,0.04,0.08,0.08,0.09,0.1,0.12,,,False,0,0.04
2021-22,Himachal Pradesh,npks,0.19,0.34,0.38,0.41,0.34,0.45,,,False,0,0.35
2021-22,Himachal Pradesh,urea,0.74,0.72,0.79,0.7,0.9,0.88,,,False,0,0.74
2021-22,J&K,dap,0.44,0.8,0.8,0.79,0.57,0.93,,,False,0,0.48
2021-22,J&K,mop,0.19,0.48,0.4,0.26,0.25,0.6,,,False,0,0.17
2021-22,J&K,npks,0.0,0.02,0.03,0.0,0.02,0.04,,,False,0,0.0
2021-22,J&K,urea,1.67,2.16,1.43,1.43,2.11,2.58,,,False,0,1.6
2021-22,Jharkhand,dap,0.91,1.08,1.0,1.0,0.97,1.27,,,False,0,0.77
2021-22,Jharkhand,mop,0.01,0.05,0.2,0.11,0.05,0.07,,,False,0,0.04
2021-22,Jharkhand,npks,0.45,0.36,0.46,0.38,0.49,0.44,,,False,0,0.45
2021-22,Jharkhand,urea,2.57,2.58,2.6,2.6,3.01,3.07,,,False,0,2.56
2021-22,Karnataka,dap,5.73,6.82,6.54,6.5,6.37,7.97,,,False,0,6.21
2021-22,Karnataka,mop,2.54,3.35,3.17,3.15,2.74,4.57,,,False,0,1.41
2021-22,Karnataka,npks,18.72,18.24,17.2,14.15,20.82,23.28,,,False,0,16.67
2021-22,Karnataka,urea,17.84,16.43,16.5,16.5,21.04,20.62,,,False,0,18.21
2021-22,Kerala,dap,0.14,0.21,0.2,0.19,0.14,0.22,,,False,0,0.19
2021-22,Kerala,mop,0.77,1.09,1.1,0.85,0.86,1.28,,,False,0,0.78
2021-22,Kerala,npks,1.26,1.44,1.45,1.25,1.43,1.72,,,False,0,1.02
2021-22,Kerala,urea,1.15,1.27,1.22,1.13,1.29,1.51,,,False,0,1.12
2021-22,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Madhya Pradesh,dap,12.03,16.07,19.5,13.55,12.54,18.04,,,False,0,13.85
2021-22,Madhya Pradesh,mop,1.18,1.5,1.8,1.5,1.31,2.03,,,False,0,0.62
2021-22,Madhya Pradesh,npks,4.96,3.98,4.35,3.75,5.31,4.85,,,False,0,4.79
2021-22,Madhya Pradesh,urea,29.18,30.18,35.0,31.0,33.01,34.73,,,False,0,32.39
2021-22,Maharashtra,dap,5.87,8.17,8.5,7.0,6.42,9.44,,,False,0,7.18
2021-22,Maharashtra,mop,3.26,4.09,4.5,4.5,3.63,5.43,,,False,0,1.38
2021-22,Maharashtra,npks,25.75,26.89,21.5,21.0,28.97,35.89,,,False,0,20.46
2021-22,Maharashtra,urea,23.68,24.62,25.5,25.0,28.29,29.76,,,False,0,24.66
2021-22,Manipur,dap,0.01,0.04,0.14,0.16,0.03,0.06,,,False,0,0.04
2021-22,Manipur,mop,0.0,0.03,0.14,0.14,0.0,0.03,,,False,0,0.04
2021-22,Manipur,npks,0.01,0.0,0.0,0.0,0.02,0.0,,,False,0,0.03
2021-22,Manipur,urea,0.14,0.22,0.27,0.27,0.24,0.24,,,False,0,0.31
2021-22,Meghalaya,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Meghalaya,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Meghalaya,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Meghalaya,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Mizoram,dap,0.0,0.0,0.06,0.05,0.0,0.0,,,False,0,0.01
2021-22,Mizoram,mop,0.0,0.0,0.04,0.04,0.0,0.0,,,False,0,0.0
2021-22,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Mizoram,urea,0.01,0.02,0.09,0.09,0.03,0.02,,,False,0,0.1
2021-22,Nagaland,dap,0.0,0.0,0.02,0.0,0.0,0.0,,,False,0,0.0
2021-22,Nagaland,mop,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2021-22,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Nagaland,urea,0.01,0.01,0.02,0.01,0.01,0.01,,,False,0,0.01
2021-22,Odisha,dap,2.37,2.52,2.68,2.2,2.51,2.82,,,False,0,1.94
2021-22,Odisha,mop,1.07,1.38,1.43,1.3,1.17,1.81,,,False,0,0.61
2021-22,Odisha,npks,2.49,2.65,2.8,2.8,2.77,3.26,,,False,0,2.63
2021-22,Odisha,urea,5.53,5.27,5.64,5.65,6.36,6.66,,,False,0,5.6
2021-22,Puducherry,dap,0.01,0.01,0.02,0.02,0.01,0.01,,,False,0,0.02
2021-22,Puducherry,mop,0.02,0.02,0.02,0.02,0.02,0.03,,,False,0,0.01
2021-22,Puducherry,npks,0.07,0.09,0.07,0.04,0.08,0.11,,,False,0,0.06
2021-22,Puducherry,urea,0.15,0.14,0.12,0.13,0.15,0.15,,,False,0,0.17
2021-22,Punjab,dap,6.27,7.73,8.0,8.25,6.58,8.87,,,False,0,7.17
2021-22,Punjab,mop,0.64,0.85,1.0,1.5,0.87,1.21,,,False,0,0.41
2021-22,Punjab,npks,1.21,0.36,0.76,0.76,1.47,0.47,,,False,0,0.58
2021-22,Punjab,urea,31.34,29.37,28.0,28.3,34.95,32.85,,,False,0,29.45
2021-22,Rajasthan,dap,6.1,9.17,7.7,8.0,6.59,9.72,,,False,0,8.47
2021-22,Rajasthan,mop,0.24,0.32,0.3,0.3,0.31,0.46,,,False,0,0.14
2021-22,Rajasthan,npks,1.2,0.64,0.63,0.55,1.23,0.76,,,False,0,0.72
2021-22,Rajasthan,urea,22.59,23.21,21.0,22.0,25.43,25.78,,,False,0,25.17
2021-22,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2021-22,Tamil Nadu,dap,2.39,2.72,2.9,3.25,2.56,3.07,,,False,0,2.76
2021-22,Tamil Nadu,mop,2.53,3.07,3.0,3.1,2.8,3.88,,,False,0,1.65
2021-22,Tamil Nadu,npks,8.17,7.38,6.92,6.3,9.25,9.08,,,False,0,7.38
2021-22,Tamil Nadu,urea,10.4,9.88,10.1,10.0,10.85,11.58,,,False,0,10.05
2021-22,Telangana,dap,2.98,3.14,4.2,2.7,3.14,3.62,,,False,0,3.71
2021-22,Telangana,mop,1.39,2.47,3.1,2.6,1.5,3.0,,,False,0,0.74
2021-22,Telangana,npks,13.24,15.18,18.6,13.5,15.07,18.38,,,False,0,12.9
2021-22,Telangana,urea,17.12,17.54,19.0,19.5,19.19,22.2,,,False,0,18.83
2021-22,Tripura,dap,0.01,0.05,0.05,0.06,0.04,0.07,,,False,0,0.02
2021-22,Tripura,mop,0.01,0.04,0.09,0.1,0.05,0.07,,,False,0,0.02
2021-22,Tripura,npks,0.01,0.01,0.02,0.02,0.03,0.02,,,False,0,0.02
2021-22,Tripura,urea,0.18,0.14,0.27,0.25,0.32,0.25,,,False,0,0.19
2021-22,Uttar Pradesh,dap,0.31,0.38,0.32,0.4,0.43,0.46,,,False,0,0.52
2021-22,Uttar Pradesh,mop,0.04,0.06,0.09,0.1,0.09,0.11,,,False,0,0.03
2021-22,Uttar Pradesh,npks,0.22,0.31,0.3,0.38,0.24,0.34,,,False,0,0.11
2021-22,Uttar Pradesh,urea,2.09,2.4,2.16,2.25,2.3,2.57,38.17,40.51,True,0,2.05
2021-22,Uttarakhand,dap,21.2,25.76,29.5,23.0,23.75,29.02,,,False,0,22.38
2021-22,Uttarakhand,mop,1.91,2.78,3.8,3.5,2.12,3.74,,,False,0,1.22
2021-22,Uttarakhand,npks,6.36,6.26,8.0,8.0,6.78,8.2,,,False,0,4.79
2021-22,Uttarakhand,urea,71.12,74.13,78.0,74.0,82.3,84.55,,,False,0,74.72
2021-22,West Bengal,dap,2.7,3.94,4.05,4.05,3.03,4.48,,,False,0,3.77
2021-22,West Bengal,mop,1.89,3.06,3.7,3.2,2.09,3.89,,,False,0,2.36
2021-22,West Bengal,npks,10.34,11.39,10.12,10.12,11.3,13.16,,,False,0,9.61
2021-22,West Bengal,urea,13.3,12.78,14.23,14.43,15.84,16.08,,,False,0,14.05
2022-23,Andaman & Nicobar,dap,0.0,0.0,0.0,0.0,0.01,0.02,,,False,0,0.0
2022-23,Andaman & Nicobar,mop,0.0,0.0,0.0,0.0,0.01,0.01,,,False,0,0.0
2022-23,Andaman & Nicobar,npks,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2022-23,Andaman & Nicobar,urea,0.0,0.0,0.0,0.0,0.01,0.01,,,False,0,0.0
2022-23,Andhra Pradesh,dap,4.64,3.6,4.2,4.45,5.43,3.79,,,False,0,4.2
2022-23,Andhra Pradesh,mop,1.18,1.78,3.09,3.0,1.42,1.97,,,False,0,1.31
2022-23,Andhra Pradesh,npks,13.73,13.99,15.97,17.0,16.27,15.93,,,False,0,14.02
2022-23,Andhra Pradesh,urea,15.87,14.83,16.65,17.0,18.39,17.08,,,False,0,14.99
2022-23,Arunachal Pradesh,dap,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2022-23,Arunachal Pradesh,mop,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2022-23,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Arunachal Pradesh,urea,0.01,0.0,0.01,0.0,0.01,0.0,,,False,0,0.01
2022-23,Assam,dap,0.63,0.52,0.85,0.89,0.83,0.68,,,False,0,0.72
2022-23,Assam,mop,0.47,0.55,0.75,0.85,0.58,0.62,,,False,0,0.44
2022-23,Assam,npks,0.19,0.19,0.26,0.17,0.22,0.25,,,False,0,0.23
2022-23,Assam,urea,3.56,3.6,3.85,3.85,4.07,4.0,,,False,0,3.73
2022-23,Bihar,dap,5.66,5.52,6.82,7.5,7.15,5.82,,,False,0,6.51
2022-23,Bihar,mop,1.26,1.38,2.16,2.5,1.55,1.52,,,False,0,1.39
2022-23,Bihar,npks,4.25,3.96,3.72,4.0,5.35,4.44,,,False,0,4.39
2022-23,Bihar,urea,21.96,21.53,22.8,22.0,24.68,22.79,,,False,0,23.24
2022-23,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Chhattisgarh,dap,3.14,3.53,3.7,3.8,4.68,3.69,,,False,0,4.34
2022-23,Chhattisgarh,mop,0.56,0.83,1.01,1.01,0.77,1.09,,,False,0,0.6
2022-23,Chhattisgarh,npks,1.06,1.31,1.45,1.3,1.63,1.46,,,False,0,1.3
2022-23,Chhattisgarh,urea,8.38,8.0,8.74,7.0,10.57,9.66,,,False,0,8.99
2022-23,Dadra & Nagar Haveli,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2022-23,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Dadra & Nagar Haveli,urea,0.01,0.0,0.01,0.02,0.01,0.01,,,False,0,0.0
2022-23,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Daman & Diu,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Delhi,dap,0.05,0.03,0.04,0.04,0.06,0.05,,,False,0,0.04
2022-23,Delhi,mop,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2022-23,Delhi,npks,0.0,0.0,0.01,0.02,0.0,0.0,,,False,0,0.0
2022-23,Delhi,urea,0.28,0.26,0.2,0.2,0.32,0.3,,,False,0,0.32
2022-23,Goa,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.01
2022-23,Goa,mop,0.0,0.0,0.01,0.01,0.0,0.01,,,False,0,0.0
2022-23,Goa,npks,0.03,0.03,0.04,0.02,0.03,0.03,,,False,0,0.02
2022-23,Goa,urea,0.02,0.02,0.03,0.02,0.02,0.02,,,False,0,0.02
2022-23,Gujarat,dap,6.1,5.0,5.5,5.0,7.48,5.43,,,False,0,6.29
2022-23,Gujarat,mop,0.81,1.09,1.15,1.2,0.91,1.22,,,False,0,0.8
2022-23,Gujarat,npks,5.23,6.69,5.85,5.95,7.08,7.35,,,False,0,6.97
2022-23,Gujarat,urea,24.73,21.9,24.0,24.0,27.3,24.93,6.62,5.45,True,0,24.3
2022-23,Haryana,dap,5.59,4.96,5.7,6.0,6.48,5.33,,,False,0,5.83
2022-23,Haryana,mop,0.35,0.57,0.6,0.56,0.43,0.67,,,False,0,0.36
2022-23,Haryana,npks,0.26,0.54,0.7,0.7,0.3,0.63,,,False,0,0.44
2022-23,Haryana,urea,20.46,20.75,21.5,20.5,23.68,23.26,,,False,0,21.77
2022-23,Himachal Pradesh,dap,0.02,0.0,0.02,0.02,0.02,0.01,,,False,0,0.01
2022-23,Himachal Pradesh,mop,0.04,0.04,0.07,0.08,0.07,0.1,,,False,0,0.03
2022-23,Himachal Pradesh,npks,0.35,0.19,0.39,0.38,0.41,0.34,,,False,0,0.32
2022-23,Himachal Pradesh,urea,0.74,0.74,0.76,0.79,0.85,0.9,,,False,0,0.68
2022-23,J&K,dap,0.48,0.44,0.59,0.8,0.6,0.57,,,False,0,0.44
2022-23,J&K,mop,0.17,0.19,0.4,0.4,0.23,0.25,,,False,0,0.16
2022-23,J&K,npks,0.0,0.0,0.04,0.03,0.0,0.02,,,False,0,0.0
2022-23,J&K,urea,1.6,1.67,1.68,1.43,1.93,2.11,,,False,0,1.45
2022-23,Jharkhand,dap,0.77,0.91,1.0,1.0,0.89,0.97,,,False,0,0.94
2022-23,Jharkhand,mop,0.04,0.01,0.2,0.2,0.05,0.05,,,False,0,0.03
2022-23,Jharkhand,npks,0.45,0.45,0.46,0.46,0.52,0.49,,,False,0,0.33
2022-23,Jharkhand,urea,2.56,2.57,2.6,2.6,3.04,3.01,,,False,0,3.04
2022-23,Karnataka,dap,6.21,5.73,5.9,6.54,8.44,6.37,,,False,0,6.42
2022-23,Karnataka,mop,1.41,2.54,3.0,3.17,1.68,2.74,,,False,0,1.54
2022-23,Karnataka,npks,16.67,18.72,17.16,17.2,21.53,20.82,,,False,0,15.84
2022-23,Karnataka,urea,18.21,17.84,17.2,16.5,22.22,21.04,,,False,0,15.65
2022-23,Kerala,dap,0.19,0.14,0.2,0.2,0.22,0.14,,,False,0,0.16
2022-23,Kerala,mop,0.78,0.77,1.07,1.1,0.86,0.86,,,False,0,0.7
2022-23,Kerala,npks,1.02,1.26,1.42,1.45,1.32,1.43,,,False,0,1.26
2022-23,Kerala,urea,1.12,1.15,1.23,1.22,1.32,1.29,,,False,0,0.96
2022-23,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Madhya Pradesh,dap,13.85,12.03,18.5,19.5,17.61,12.54,,,False,0,15.5
2022-23,Madhya Pradesh,mop,0.62,1.18,1.57,1.8,0.76,1.31,,,False,0,0.67
2022-23,Madhya Pradesh,npks,4.79,4.96,4.85,4.35,6.25,5.31,,,False,0,5.41
2022-23,Madhya Pradesh,urea,32.39,29.18,33.0,35.0,36.94,33.01,,,False,0,34.37
2022-23,Maharashtra,dap,7.18,5.87,8.2,8.5,9.34,6.42,,,False,0,7.36
2022-23,Maharashtra,mop,1.38,3.26,4.3,4.5,1.68,3.63,,,False,0,1.42
2022-23,Maharashtra,npks,20.46,25.75,23.5,21.5,28.89,28.97,,,False,0,23.04
2022-23,Maharashtra,urea,24.66,23.68,25.29,25.5,30.39,28.29,,,False,0,23.48
2022-23,Manipur,dap,0.04,0.01,0.12,0.14,0.04,0.03,,,False,0,0.01
2022-23,Manipur,mop,0.04,0.0,0.12,0.14,0.05,0.0,,,False,0,0.02
2022-23,Manipur,npks,0.03,0.01,0.0,0.0,0.03,0.02,,,False,0,0.0
2022-23,Manipur,urea,0.31,0.14,0.22,0.27,0.35,0.24,,,False,0,0.25
2022-23,Meghalaya,dap,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2022-23,Meghalaya,mop,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2022-23,Meghalaya,npks,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2022-23,Meghalaya,urea,0.0,0.0,0.02,0.0,0.01,0.0,,,False,0,0.04
2022-23,Mizoram,dap,0.01,0.0,0.06,0.06,0.01,0.0,,,False,0,0.0
2022-23,Mizoram,mop,0.0,0.0,0.04,0.04,0.0,0.0,,,False,0,0.0
2022-23,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Mizoram,urea,0.1,0.01,0.09,0.09,0.11,0.03,,,False,0,0.13
2022-23,Nagaland,dap,0.0,0.0,0.0,0.02,0.0,0.0,,,False,0,0.0
2022-23,Nagaland,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2022-23,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Nagaland,urea,0.01,0.01,0.0,0.02,0.01,0.01,,,False,0,0.01
2022-23,Odisha,dap,1.94,2.37,2.69,2.68,2.55,2.51,,,False,0,2.74
2022-23,Odisha,mop,0.61,1.07,1.35,1.43,0.84,1.17,,,False,0,0.66
2022-23,Odisha,npks,2.63,2.49,3.05,2.8,3.26,2.77,,,False,0,2.42
2022-23,Odisha,urea,5.6,5.53,5.84,5.64,7.08,6.36,,,False,0,5.84
2022-23,Puducherry,dap,0.02,0.01,0.01,0.02,0.02,0.01,,,False,0,0.01
2022-23,Puducherry,mop,0.01,0.02,0.02,0.02,0.01,0.02,,,False,0,0.01
2022-23,Puducherry,npks,0.06,0.07,0.07,0.07,0.09,0.08,,,False,0,0.07
2022-23,Puducherry,urea,0.17,0.15,0.15,0.12,0.18,0.15,,,False,0,0.13
2022-23,Punjab,dap,7.17,6.27,7.25,8.0,8.46,6.58,,,False,0,7.24
2022-23,Punjab,mop,0.41,0.64,0.9,1.0,0.49,0.87,,,False,0,0.5
2022-23,Punjab,npks,0.58,1.21,1.7,0.76,0.71,1.47,,,False,0,0.73
2022-23,Punjab,urea,29.45,31.34,29.25,28.0,34.9,34.95,,,False,0,30.68
