forecast_year,model,MAE,RMSE,R2
2019-20,Drift,0.7314583333333334,2.3220570947404737,0.9345931330319325
2020-21,Drift,0.8440972222222223,2.4154624154715294,0.9226085937693607
2021-22,Drift,0.6285833333333333,1.6509521326932661,0.9662576772864374
2022-23,Drift,0.45490740740740737,1.4382464379785627,0.9748402457409158
2023-24,Drift,0.6670634920634921,1.462035931373046,0.9775281361377237
