forecast_year,model,MAE,RMSE,R2
2019-20,Recent Change,0.3767361111111112,0.782948930504269,0.992563913567155
2020-21,Recent Change,0.8541666666666666,1.7329923542820376,0.96016310665986
2021-22,Recent Change,0.7277777777777776,1.5149555365679142,0.9715877397047241
2022-23,Recent Change,0.564722222222222,1.1873757244912457,0.9828518958691864
2023-24,Recent Change,0.5794444444444445,1.3287776337672155,0.9814378780421711
